INFORMACION MENSUAL DEL MERCADO DE CAMBIOS;;;;;;;;;;;;;;;;;;;;;;
Gerencia de Estadísticas del Sector Externo - Banco Central de la República Argentina;;;;;;;;;;;;;;;;;;;;;;
2015;36;Otros Sector Privado no Financiero;V; 13 ; 5 ; 7 ; 12 ; 1 ; 1 ; 7 ; 2 ; 4 ; 10 ; 2 ; 5 ;;;;;;;
2015;36;Petróleo;V; 8 ; 8 ; 41 ; 42 ; 34 ; 42 ; 10 ; 7 ; 38 ; 47 ; 34 ; 51 ;;;;;;;
2015;36;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;36;Sector Público;V; 45 ; 58 ; 124 ; 45 ; 23 ; 5 ; 45 ; 80 ; 71 ; 42 ; 23 ; 50 ;;;;;;;
2015;36;Todos;V; 129 ; 130 ; 215 ; 173 ; 105 ; 118 ; 129 ; 139 ; 157 ; 164 ; 136 ; 213 ;;;;;;;
2015;36;Transporte;V; 1 ; 4 ; 8 ; 3 ; 4 ; 6 ; 0 ; 5 ; 7 ; 3 ; 4 ; 5 ;;;;;;;
2015;36;Turismo y Hotelería;V;; 0 ; 0 ;;; 0 ;; 0 ;; 0 ;;;;;;;;;
2015;37;Alimentos, Bebidas y Tabaco;V;;;;;;;;;;;; 10 ;;;;;;;
2015;37;Entidades Financieras y Cambiarias;V; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 24 ; 5 ; 19 ;;;;;;;
2015;37;Entretenimiento;V;;;;;;;;;;;; 0 ;;;;;;;
2015;37;Industria Química, Caucho y Plástico;V;;;;;;;;;;;; 1 ;;;;;;;
2015;37;Otros Sector Privado no Financiero;V; 0 ; 0 ; 0 ; -   ; -   ; -   ; -   ; 0 ; 0 ; -   ; 0 ; 1 ;;;;;;;
2015;37;Petróleo;V;;;;;; 4 ; 23 ; 6 ; 3 ; 3 ; 0 ;;;;;;;;
2015;37;Seguros;V; 0 ;;;;;;;;;;;;;;;;;;
2015;37;Todos;V; 0 ; 0 ; 0 ; -   ; -   ; 4 ; 23 ; 6 ; 3 ; 27 ; 5 ; 32 ;;;;;;;
2015;38;Agricultura, Ganadería y Otras Actividades Primarias;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 1 ; 2 ; 2 ;;;;;;;
2015;38;Alimentos, Bebidas y Tabaco;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Comercio;V; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -   ;;;;;;;
2015;38;Comunicaciones;V;;; 0 ;;; 0 ;;;;;;;;;;;;;
2015;38;Construcción;V;;; 0 ;;;;; 0 ;;; 0 ;;;;;;;;
2015;38;Electricidad (Generación, Transporte, Distribución);V;;;;;;; 0 ;; 0 ;;;;;;;;;;
2015;38;Entidades Financieras y Cambiarias;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Entretenimiento;V;;;;; 0 ; 0 ; 0 ; 0 ;;;;;;;;;;;
2015;38;Industria Automotriz;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Industria de Papel, Ediciones e Impresiones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Industria Química, Caucho y Plástico;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Industria Textil y Curtidos;V;; 0 ; -0 ;;;;;;;;;;;;;;;;
2015;38;Informática;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Maquinarias y Equipos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Mineria;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -   ;;;;;;;;;;;
2015;38;Oleaginosos y Cerealeros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Otros Sector Privado no Financiero;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;38;Petróleo;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ;;;;;;;;;;;
2015;38;Sector Público;V; 15 ; 15 ; 20 ; 13 ; 18 ; 17 ; 16 ; 12 ; 11 ; 11 ; 12 ; 22 ;;;;;;;
2015;38;Todos;V; 17 ; 16 ; 21 ; 15 ; 21 ; 19 ; 19 ; 14 ; 13 ; 13 ; 14 ; 25 ;;;;;;;
2015;38;Transporte;V; 0 ;; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Alimentos, Bebidas y Tabaco;C;;;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Comercio;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Construcción;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Electricidad (Generación, Transporte, Distribución);C;; 0 ;; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Entretenimiento;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Gas (Extracción, Transporte, Distribución);C;;;;; 0 ;;;;;;;;;;;;;;
2015;40;Gastronomía;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Industria Automotriz;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 0 ; 0 ;;; 0 ; 0 ; 0 ; 0 ;; 0 ;;;;;;;
2015;40;Industria Química, Caucho y Plástico;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ;;; 0 ;;;;;;;
2015;40;Industria Textil y Curtidos;C; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Informática;C;;;;; 0 ;; 0 ; 0 ;;;;;;;;;;;
2015;40;Maquinarias y Equipos;C; 0 ; 0 ; 0 ; 0 ;;;; 0 ; 0 ; -0 ; 0 ; 0 ;;;;;;;
2015;40;Metales Comunes y Elaboración;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;
2015;40;Oleaginosos y Cerealeros;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Otros Industria Manufacturera;C;; 0 ;;; 0 ;; 0 ;;;;; 0 ;;;;;;;
2015;40;Otros Sector Privado no Financiero;C; 43 ; 40 ; 49 ; 49 ; 39 ; 49 ; 55 ; 41 ; 71 ; 49 ; 39 ; 60 ;;;;;;;
2015;40;Petróleo;C;;;;;; 1 ;; 0 ;;;;;;;;;;;
2015;40;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C;;;; 0 ;;;;;;;;;;;;;;;
2015;40;Sector Público;C; 2 ; 3 ; 2 ; 2 ; 1 ; 2 ; 2 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2015;40;Seguros;C;;;;; 0 ; 0 ;;; 0 ; 0 ;;;;;;;;;
2015;40;Todos;C; 46 ; 43 ; 51 ; 51 ; 41 ; 53 ; 59 ; 44 ; 73 ; 50 ; 41 ; 62 ;;;;;;;
2015;40;Transporte;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;40;Turismo y Hotelería;C; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Agricultura, Ganadería y Otras Actividades Primarias;V; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Agua;V;;;;;; 0 ;;;;;;;;;;;;;
2015;41;Alimentos, Bebidas y Tabaco;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Comercio;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Comunicaciones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Construcción;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Electricidad (Generación, Transporte, Distribución);V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Entretenimiento;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Gastronomía;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Industria Automotriz;V;;;; 0 ;; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Industria de Papel, Ediciones e Impresiones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Industria Química, Caucho y Plástico;V; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Industria Textil y Curtidos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Informática;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Maquinarias y Equipos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Metales Comunes y Elaboración;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Mineria;V; 0 ;;; 0 ;;; 0 ;; 0 ;; 0 ;;;;;;;;
2015;41;Oleaginosos y Cerealeros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Otros Industria Manufacturera;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Otros Sector Privado no Financiero;V; 39 ; 33 ; 39 ; 40 ; 37 ; 49 ; 44 ; 45 ; 47 ; 48 ; 48 ; 59 ;;;;;;;
2015;41;Petróleo;V;;; 0 ;;;;;;;;;;;;;;;;
2015;41;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 0 ; 0 ;; 0 ;;; 0 ; 0 ; 0 ;;;;;;;;;;
2015;41;Sector Público;V; 1 ; 2 ; 2 ; 2 ; 3 ; 3 ; 4 ; 3 ; 3 ; 3 ; 2 ; 3 ;;;;;;;
2015;41;Seguros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Todos;V; 41 ; 36 ; 45 ; 43 ; 41 ; 53 ; 49 ; 49 ; 51 ; 52 ; 51 ; 63 ;;;;;;;
2015;41;Transporte;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;41;Turismo y Hotelería;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;42;Agricultura, Ganadería y Otras Actividades Primarias;C;;;;;;;; 1 ; 0 ;;;;;;;;;;
2015;42;Entretenimiento;C; 8 ; 7 ; 1 ; 2 ; 3 ; 1 ; 6 ; 4 ; 11 ; 3 ; 0 ; 2 ;;;;;;;
2015;42;Oleaginosos y Cerealeros;C;; 0 ;;;;; 0 ;;;; 0 ;;;;;;;;
2015;42;Otros Sector Privado no Financiero;C; 7 ; 5 ; 2 ; 1 ; 3 ; 1 ; 15 ; 3 ; 9 ; 1 ; 1 ; 0 ;;;;;;;
2015;42;Todos;C; 16 ; 12 ; 3 ; 3 ; 6 ; 3 ; 21 ; 8 ; 20 ; 4 ; 1 ; 2 ;;;;;;;
2015;43;Comercio;V;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;43;Entretenimiento;V; 0 ; 2 ; 3 ;; 0 ; 0 ; 0 ; 3 ; 0 ;; 1 ;;;;;;;;
2015;43;Industria Automotriz;V;;;;;; 0 ;;;;;;;;;;;;;
2015;43;Mineria;V;; 0 ;;;; 0 ;;; 0 ;; 0 ;;;;;;;;
2015;43;Otros Sector Privado no Financiero;V; 1 ; 1 ;; 0 ; 1 ; 2 ; 2 ; 1 ; 1 ; 1 ; 0 ; 0 ;;;;;;;
2015;43;Petróleo;V; 0 ;; 0 ;;;;;;;;;;;;;;;;
2015;43;Todos;V; 1 ; 3 ; 3 ; 0 ; 1 ; 2 ; 2 ; 4 ; 1 ; 1 ; 1 ; 0 ;;;;;;;
2015;49;Agricultura, Ganadería y Otras Actividades Primarias;C; 2 ; 2 ; 1 ; 2 ; 1 ; 1 ; 2 ; 3 ; 1 ; 4 ; 2 ; 1 ;;;;;;;
2015;49;Alimentos, Bebidas y Tabaco;C; 8 ; 3 ; 0 ; 14 ; 1 ;; 3 ; 1 ; 6 ; 4 ; 1 ; 2 ;;;;;;;
2015;49;Comercio;C; 5 ; 5 ; 235 ; 2 ; 1 ; 10 ; 0 ; 0 ; 0 ; 8 ; 1 ; 1 ;;;;;;;
2015;49;Comunicaciones;C; 0 ;; 0 ; 0 ;;;;; 0 ;;; 0 ;;;;;;;
2015;49;Construcción;C; 1 ; 4 ; 0 ; 3 ; 0 ; 4 ; 2 ; 0 ; 2 ; 0 ; 2 ; 0 ;;;;;;;
2015;49;Electricidad (Generación, Transporte, Distribución);C; 0 ;;; 0 ;; 0 ;; 0 ; 0 ;; 0 ; 0 ;;;;;;;
2015;49;Entidades Financieras y Cambiarias;C;;;; 1 ;;;; 0 ; 0 ;;; 2 ;;;;;;;
2015;49;Entretenimiento;C; 0 ;;;;;; 0 ;; 0 ;;; 0 ;;;;;;;
2015;49;Gastronomía;C; 0 ;;;; 0 ; 0 ;;;; 0 ;; 0 ;;;;;;;
2015;49;Industria Automotriz;C; 2 ; 0 ;; 10 ; 4 ; 2 ; 1 ; 0 ; 2 ; 0 ; 7 ; 5 ;;;;;;;
2015;49;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 1 ;; 1 ;;;; 0 ;; 0 ; 0 ;;;;;;;
2015;49;Industria Química, Caucho y Plástico;C; 1 ; 2 ; 7 ; 13 ; 8 ; 15 ; 20 ; 1 ; 1 ; 51 ; 48 ; 22 ;;;;;;;
2015;49;Industria Textil y Curtidos;C;;;;;; 0 ; 5 ; 0 ;;;; 0 ;;;;;;;
2015;49;Informática;C; 0 ; 1 ; 2 ; 1 ; 3 ; 0 ; 1 ; 0 ; 3 ; 0 ; 0 ; 1 ;;;;;;;
2015;49;Maquinarias y Equipos;C; 0 ; 5 ; 3 ; 0 ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;49;Metales Comunes y Elaboración;C;;;;;;; 3 ; 4 ; 2 ; 1 ; 1 ; 4 ;;;;;;;
2015;49;Mineria;C; 4 ; 6 ; 3 ; 4 ; 5 ; 17 ; 9 ; 5 ; 4 ; 14 ; 7 ; 7 ;;;;;;;
2015;49;Oleaginosos y Cerealeros;C; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2 ; 3 ;;;;;;;
2015;49;Otros Industria Manufacturera;C;; 4 ; 0 ;; 3 ; 8 ; 16 ; 0 ; 2 ; 2 ; 1 ;;;;;;;;
2015;49;Otros Sector Privado no Financiero;C; 4 ; 3 ; 1 ; 8 ; 5 ; 7 ; 3 ; 19 ; 3 ; 10 ; 1 ; 8 ;;;;;;;
2015;49;Petróleo;C; 63 ; 5 ; 28 ; 14 ; 31 ; 51 ; 125 ; 30 ; 3 ; 119 ; 1 ; 0 ;;;;;;;
2015;49;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C; 3 ;; 0 ;;;;;;; 0 ;;;;;;;;;
2015;49;Seguros;C;;;; 40 ;;;;;;;;;;;;;;;
2015;49;Todos;C; 96 ; 41 ; 282 ; 113 ; 68 ; 120 ; 191 ; 62 ; 28 ; 214 ; 77 ; 58 ;;;;;;;
2015;49;Transporte;C;; 0 ;; 0 ;; 0 ;; 0 ;; 0 ; 1 ; 0 ;;;;;;;
2015;49;Turismo y Hotelería;C; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 3 ; 0 ;;;;;;;
2015;50;Construcción;C;;;;;;; 0 ;;;;;;;;;;;;
2015;50;Otros Sector Privado no Financiero;C; 0 ;;; 0 ; 0 ;;; 0 ;;;;;;;;;;;
2015;50;Todos;C; 0 ;;; 0 ; 0 ;; 0 ; 0 ;;;;;;;;;;;
2015;51;Comercio;C;;;;;; 0 ;;;;; 0 ; -   ;;;;;;;
2015;51;Construcción;C;;;;;;;;;; 0 ;;;;;;;;;
2015;51;Electricidad (Generación, Transporte, Distribución);C;;;; 0 ;; 0 ;; 0 ;;;; 0 ;;;;;;;
2015;51;Industria Automotriz;C; 0 ;;;; 0 ;;;; 0 ;;; 0 ;;;;;;;
2015;51;Industria de Papel, Ediciones e Impresiones;C;;; 0 ;; 0 ;;;;;;;;;;;;;;
2015;51;Industria Química, Caucho y Plástico;C;;;; 0 ;; 1 ; 1 ; 0 ;; 3 ; 3 ; 1 ;;;;;;;
2015;51;Industria Textil y Curtidos;C; 0 ;; 0 ;;;;;;;;;;;;;;;;
2015;51;Informática;C;;;; 0 ;;;;;;;;;;;;;;;
2015;51;Maquinarias y Equipos;C;;;;;;;;; 0 ;;;;;;;;;;
2015;51;Mineria;C;;;;;;;; 0 ;;;;;;;;;;;
2015;51;Otros Industria Manufacturera;C;;;;; 0 ;;;;;;;;;;;;;;
2015;51;Otros Sector Privado no Financiero;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ;;;;;;;
2015;51;Todos;C; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 2 ; 0 ; 1 ; 3 ; 3 ; 1 ;;;;;;;
2015;51;Transporte;C;;;;;;;;;;; 0 ;;;;;;;;
2015;52;Construcción;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;52;Industria Automotriz;V;;;; 0 ;;;;;;;;;;;;;;;
2015;52;Otros Sector Privado no Financiero;V; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;52;Sector Público;V;;;;;;;;;;; 0 ; 0 ;;;;;;;
2015;52;Todos;V; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5 ; 0 ; 1 ; 0 ; 1 ;;;;;;;
2015;53;Otros Sector Privado no Financiero;V; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ;; 0 ; 1 ;;;;;;;
2015;53;Todos;V; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ;; 0 ; 1 ;;;;;;;
2015;54;Agricultura, Ganadería y Otras Actividades Primarias;V;;;;;; 2 ; 0 ;;;;;;;;;;;;
2015;54;Alimentos, Bebidas y Tabaco;V; 0 ;;;;;;;;;;; 0 ;;;;;;;
2015;54;Comercio;V;;;;; 0 ;;;;;;;;;;;;;;
2015;54;Construcción;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2015;54;Industria de Papel, Ediciones e Impresiones;V;;;; 1 ; 1 ;; 0 ; 1 ;;;;;;;;;;;
2015;54;Otros Sector Privado no Financiero;V; 3 ; 2 ; 3 ; 8 ; 7 ; 4 ; 4 ; 2 ; 1 ; 2 ; 2 ; 5 ;;;;;;;
2015;54;Sector Público;V; 0 ;; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;54;Todos;V; 4 ; 3 ; 4 ; 9 ; 8 ; 7 ; 5 ; 4 ; 2 ; 3 ; 3 ; 7 ;;;;;;;
2015;55;Alimentos, Bebidas y Tabaco;C;;;;;;;;; 8 ;;;;;;;;;;
2015;55;Construcción;C;; 12 ;; 105 ;;; 14 ;;;;;;;;;;;;
2015;55;Entidades Financieras y Cambiarias;C;;;; 10 ; 10 ;; 7 ;;; 2 ;; 15 ;;;;;;;
2015;55;Industria Química, Caucho y Plástico;C;;;;;;; 18 ; 22 ;;;;;;;;;;;
2015;55;Otros Sector Privado no Financiero;C; 0 ;;;;; 0 ;;;;;; 0 ;;;;;;;
2015;55;Petróleo;C;;;; 9 ;;; 20 ; 150 ; 100 ;;;;;;;;;;
2015;55;Sector Público;C; 7 ; 5 ; 11 ; 4 ; 4 ; 5 ; 4 ; 6 ; 6 ; 4 ; 8 ; 1 ;;;;;;;
2015;55;Todos;C; 7 ; 16 ; 11 ; 128 ; 14 ; 5 ; 62 ; 179 ; 113 ; 10 ; 8 ; 29 ;;;;;;;
2015;55;Transporte;C;;;;;;;;;; 4 ;; 14 ;;;;;;;
2015;56;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ; 1 ; 1 ; 1 ;; 2 ;;;;;;;;;;;;;
2015;56;Alimentos, Bebidas y Tabaco;C;; 0 ; 0 ;; 0 ; 0 ; 0 ; 2 ;;; 0 ; 2 ;;;;;;;
2015;56;Comercio;C; 0 ; 1 ;;;; 2 ; 1 ; 1 ;;; 2 ;;;;;;;;
2015;56;Comunicaciones;C;; 44 ; 4 ; 6 ; 3 ; 119 ; 3 ; 0 ; 6 ; 8 ; 5 ;;;;;;;;
2015;56;Construcción;C;;; 227 ; 0 ; 0 ;; 64 ; 3 ; 0 ;; 72 ; 132 ;;;;;;;
2015;56;Electricidad (Generación, Transporte, Distribución);C; 6 ;;;;; 1 ; 0 ; 1 ; 2 ;;;;;;;;;;
2015;56;Entidades Financieras y Cambiarias;C; 1 ; 0 ; 0 ; 0 ; 1 ;; 0 ; 0 ; 1 ;; 200 ; 4 ;;;;;;;
2015;56;Entretenimiento;C;;;; 1 ;;;;;;;;;;;;;;;
2015;56;Industria Automotriz;C; 1 ; 0 ; 0 ; 0 ;;; 0 ; 0 ;;;;;;;;;;;
2015;56;Industria Química, Caucho y Plástico;C;;;; 1 ; 32 ; 2 ; 24 ; 0 ; 0 ;;; 0 ;;;;;;;
2015;56;Industria Textil y Curtidos;C;;;; 2 ;;;;;; 1 ;;;;;;;;;
2015;56;Informática;C;;;; 0 ;; 0 ;;;;;; 0 ;;;;;;;
2015;56;Maquinarias y Equipos;C;; 0 ;;; 0 ;;; 1 ;;; 1 ;;;;;;;;
2015;56;Metales Comunes y Elaboración;C;;;; 1 ;;;;;;;;;;;;;;;
2015;56;Mineria;C; 3 ; 5 ; 3 ; 4 ; 1 ; 10 ; 13 ; 8 ; 3 ; 8 ; 0 ; 10 ;;;;;;;
2015;56;Oleaginosos y Cerealeros;C; 6 ;;;;;;; 2 ; 1 ;;;;;;;;;;
2015;56;Otros Industria Manufacturera;C;; 0 ; 1 ; 0 ;;; 0 ;; 1 ;; 0 ; 0 ;;;;;;;
2015;56;Otros Sector Privado no Financiero;C; 4 ; 5 ; 5 ; 3 ; 6 ; 4 ; 2 ; 3 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2015;56;Petróleo;C; 93 ; 526 ; 56 ; 1,493 ; 22 ; 67 ; 115 ; 6 ; 121 ; 96 ; 154 ; 14 ;;;;;;;
2015;56;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C;;;; 3 ; 3 ;;;; 1 ;;;;;;;;;;
2015;56;Sector Público;C;; 0 ; 500 ;;; 493 ;;;;;; 117 ;;;;;;;
2015;56;Todos;C; 114 ; 583 ; 796 ; 1,515 ; 68 ; 701 ; 235 ; 27 ; 147 ; 114 ; 454 ; 281 ;;;;;;;
2015;56;Transporte;C;; 0 ;;; 0 ; 1 ; 13 ; 0 ; 11 ;; 18 ;;;;;;;;
2015;57;Entidades Financieras y Cambiarias;C; 114 ; 124 ; 287 ; 340 ; 205 ; 316 ; 282 ; 189 ; 214 ; 261 ; 166 ; 332 ;;;;;;;
2015;57;Todos;C; 114 ; 124 ; 287 ; 340 ; 205 ; 316 ; 282 ; 189 ; 214 ; 261 ; 166 ; 332 ;;;;;;;
2015;58;Agricultura, Ganadería y Otras Actividades Primarias;C; 5 ; 3 ; 3 ; 15 ; 11 ; 17 ; 10 ; 9 ; 6 ; 9 ; 1 ; 2 ;;;;;;;
2015;58;Alimentos, Bebidas y Tabaco;C; 11 ; 28 ; 24 ; 19 ; 14 ; 13 ; 23 ; 18 ; 10 ; 12 ; 9 ; 9 ;;;;;;;
2015;58;Comercio;C; 4 ; 4 ; 4 ; 3 ; 8 ; 12 ; 9 ; 5 ; 7 ; 8 ; 7 ; 3 ;;;;;;;
2015;58;Comunicaciones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;58;Construcción;C; 1 ; 1 ; 0 ; 1 ; 3 ; 1 ; 2 ; 2 ; 0 ; 1 ; 0 ; 1 ;;;;;;;
2015;58;Electricidad (Generación, Transporte, Distribución);C; 8 ; 5 ; 1 ; 9 ; 1 ; 6 ; 4 ; 6 ;;; 0 ;;;;;;;;
2015;58;Entretenimiento;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
